Model_Name,Video_ID,Subject Consistency,Aesthetic Quality,Image Quality,Background Consistency,Dynamic Degree,Interaction Quality,Perspectivity,Instruction Following,Semantic Alignment,Action Following,Flow Score,Depth Accuracy,Trajectory Accuracy,Photometric Consistency,Motion Smoothness,JEPA Similarity
ExpertPool_fresh40_p0_seed4,pick_dual_bottles_episode000000,0.8422970857471228,0.43876931071281433,0.5072785047837245,0.9301971435546875,0.4149007085815744,0.8,1.0,0.4,0.861328,,0.3950669452069892,1.0,1.0,0.08021972441054004,0.745233260584429,0.8776924014091492
ExpertPool_fresh40_p0_seed4,click_bell_episode000008,0.8466641932725907,0.42339015007019043,0.5415526401849441,0.90009765625,0.2021943269004836,0.8,1.0,1.0,0.932129,,0.09476041348153072,0.9997403868753465,0.9054192979879572,0.4375084635240109,0.6821772824332872,0.8776924014091492
ExpertPool_fresh40_p0_seed4,place_container_plate_episode000017,0.9169397983700037,0.34721699357032776,0.39058556262357735,0.925567626953125,0.20900099521429555,0.8,1.0,1.0,0.923828,,0.0653896810612419,1.0,0.6741812307240417,0.5432911801272075,0.5956848210796416,0.8776924014091492
ExpertPool_fresh40_p0_seed4,open_laptop_episode000024,0.8372124381363392,0.35431382060050964,0.621198420583466,0.9012481689453125,0.28063204076755205,0.8,1.0,1.0,0.963379,,0.12616378414000431,0.9889114027131596,0.7370147353992265,0.283966448228662,0.6334908966251036,0.8776924014091492
ExpertPool_fresh40_p0_seed4,put_bottles_dustbin_episode000038,0.8092784201726317,0.34668245911598206,0.5168491222240307,0.897283935546875,0.4890483240870953,0.8,0.8,0.6,0.933105,,0.49693391188807645,1.0,0.5351985117736329,0.018711779949303366,0.8376193884490332,0.8776924014091492
ExpertPool_fresh40_p0_seed4,move_can_pot_episode000001,0.9491647936403751,0.5410056710243225,0.5824278150958779,0.9569610595703125,0.1374827547481817,0.8,1.0,1.0,0.870605,,0.048931105295125454,1.0,0.2222793361727126,0.6238950869137454,0.5225534577051195,0.8776924014091492
ExpertPool_fresh40_p0_seed4,place_burger_fries_episode000043,0.8345261093229055,0.4829188287258148,0.5115220985883547,0.9109954833984375,0.4371959762861187,0.8,1.0,1.0,0.879883,,0.4195760663665794,1.0,1.0,0.08443883189076569,0.8105340784336078,0.8776924014091492
ExpertPool_fresh40_p0_seed4,move_stapler_pad_episode000013,0.7977713627740741,0.44399335980415344,0.52353300118152,0.9102630615234375,0.383571830363887,0.6,0.8,0.4,0.999512,,0.1973981438329021,0.9904415852578164,0.8265530914965488,0.18339714953219957,0.7405490120973938,0.8510085344314575
ExpertPool_fresh40_p0_seed4,move_pillbottle_pad_episode000032,0.8920546162873506,0.39383623003959656,0.5176249421673057,0.93638916015625,0.23628224765923114,0.8,0.8,1.0,0.835938,,0.09797963454757612,1.0,1.0,0.3188784945245365,0.5986380904122639,0.8510085344314575
ExpertPool_fresh40_p0_seed4,stack_blocks_three_episode000046,0.8318749397993088,0.45187652111053467,0.47995888086012856,0.9150604248046875,0.539297407355712,0.8,1.0,1.0,0.90332,,0.6862357010199798,0.970372652652894,0.8490967836686738,0.020501855506467746,0.908035034174477,0.8510085344314575
